Year,Gender.Code,Ethnicity,svi_bin,rural_urban_class,Education,source,svi_bin1,svi_bin2,svi_bin3,svi_bin4,measure1,measure2,Region,value,min_age,max_age,agr_by
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,720.6456814544,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,135304,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,691.424423235507,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,9138,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,660.756239863694,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,35462,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,693.922781324293,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,115757,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,699.686823296675,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,160357,65,150,nation
2004,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,700.71017933149,65,150,nation
2004,All genders,Hispanic or Latino White,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,3052,65,150,nation
2004,All genders,Hispanic or Latino White,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,469.884742114579,65,150,nation
2004,All genders,Hispanic or Latino White,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,12957,65,150,nation
2004,All genders,Hispanic or Latino White,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,575.46347893432,65,150,nation
2004,All genders,Hispanic or Latino White,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,49753,65,150,nation
2004,All genders,Hispanic or Latino White,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,650.880891521052,65,150,nation
2004,All genders,Hispanic or Latino White,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,44035,65,150,nation
2004,All genders,Hispanic or Latino White,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,617.230512089294,65,150,nation
2004,All genders,Hispanic or Latino White,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,16554,65,150,nation
2004,All genders,Hispanic or Latino White,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,631.624089517556,65,150,nation
2004,All genders,Hispanic or Latino White,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,5173,65,150,nation
2004,All genders,Hispanic or Latino White,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,653.931421023693,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,10780,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,554.311899889813,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,30684,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,651.209102387078,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,24298,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,624.368917886845,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,12261,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,582.739038100805,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,27012,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,588.021117861498,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,26489,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,688.09155003629,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,406,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,411.934347981184,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,1981,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,485.250230628891,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,63375,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,631.303238964931,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,2335,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,517.405673916662,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,9991,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,555.117748460534,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,53436,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,644.184941653583,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,65762,65,150,nation
2004,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,477.46994997913,65,150,nation
2004,All genders,NH White,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,376183,65,150,nation
2004,All genders,NH White,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,588.675828210871,65,150,nation
2004,All genders,NH White,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,622143,65,150,nation
2004,All genders,NH White,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,599.943666209854,65,150,nation
2004,All genders,NH White,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,494356,65,150,nation
2004,All genders,NH White,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,626.806716603049,65,150,nation
2004,All genders,NH White,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,695437,65,150,nation
2004,All genders,NH White,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,597.03934433358,65,150,nation
2004,All genders,NH White,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,481181,65,150,nation
2004,All genders,NH White,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,602.692772084792,65,150,nation
2004,All genders,NH White,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,316064,65,150,nation
2004,All genders,NH White,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,628.378348909679,65,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,604241,65,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,580.916755959679,65,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,642050,65,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,609.825880022433,65,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,246391,65,150,nation
2004,All genders,NH White,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,661.007927624148,65,150,nation
